,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
9139,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1,0,0
9140,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9141,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9142,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9143,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9144,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,1,0
9145,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,1,1
9146,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,1,0
9147,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,1,0
9148,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9149,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1,0,0
9150,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9151,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9152,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0,1,0
9153,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,1,0,0
9154,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0,1,0
9155,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0,1,0
9156,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0,1,0
9157,Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1,0,0
9158,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1,0,0
9159,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,1,0,1
9160,Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0,1,0
9161,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1,0,1
9162,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0,1,0
9163,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0,1,0
9164,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0,1,1
9165,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0,1,0
9166,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,1,0
9167,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,1,0
9168,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,1,1
9169,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,1,0
9170,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,1,1
9171,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1,0,1
9172,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,1,0
9173,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,1,0
9174,Home,Partner,Sunny,55,10PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,1,1
9175,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1,0,1
9176,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0,1,0
9177,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1,0,0
9178,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,1,0,0
9179,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0,1,0
9180,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,1,0,0
9181,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1,0,0
9182,Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,1,0
9183,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,1,0,1
9184,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,1
9185,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,0
9186,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,1
9187,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,1
9188,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,1
9189,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,1
9190,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,1
9191,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,0
9192,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,0,1,1
9193,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,0,1,1
9194,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1,0,1
9195,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,0,1,1
9196,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1,0,0
9197,Home,Alone,Rainy,55,6PM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,0,1,1
9198,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,0,1,0
9199,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0,1,0
9200,Work,Alone,Sunny,30,7AM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1,0,1
9201,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1,0,0
9202,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1,0,1
9203,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,0,1,1
9204,Work,Alone,Rainy,55,7AM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,0,1,1
9205,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1,0,0
9206,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9207,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,0
9208,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9209,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9210,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9211,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9212,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9213,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,1
9214,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,0,1,0
9215,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,0,1,1
9216,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,1,0,0
9217,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,0,1,1
9218,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,1,0,1
9219,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,1,0,1,0
9220,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,0,1,0
9221,Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,1,0,0
9222,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,1,0,1
9223,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,1,0,1
9224,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,0,0,0,1,1
9225,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,1,0,1,0
9226,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3,1,0,1,0,0
9227,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,0,1,0
9228,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,0,1,1
9229,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,0,1,1
9230,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,0,1,0
9231,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,1,1
9232,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,1,1
9233,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,1,0
9234,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,1,1
9235,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,0,1,1
9236,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,1,0,1
9237,Home,Alone,Rainy,55,6PM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,1,1
9238,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,1,0
9239,Home,Partner,Sunny,55,10PM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,1,0
9240,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,1,0,1
9241,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,0,1,1
9242,Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,1,0,1
9243,Work,Alone,Sunny,30,7AM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,1,0,1
9244,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,0,1,0
9245,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,1,0,1
9246,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,0,0,1,0,1
9247,Work,Alone,Rainy,55,7AM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,1,0,1,0
9248,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3,1,0,1,0,1
9249,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9250,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9251,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9252,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9253,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9254,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9255,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9256,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9257,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,0,1,1
9258,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,0,1,1
9259,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,1,0,1
9260,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,0,1,1
9261,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,1,0,1
9262,Home,Alone,Rainy,55,6PM,Bar,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,1,0,1,0
9263,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,1,0,1,0
9264,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9265,Work,Alone,Sunny,30,7AM,Bar,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,1,0,0
9266,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,0,1,1
9267,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,1,0,1
9268,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,1,0,1
9269,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,0,0,0,1,1
9270,Work,Alone,Rainy,55,7AM,Bar,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,1,0,1,0
9271,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,never,1~3,gt8,4~8,1~3,1,0,1,0,1
9272,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,0
9273,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,1
9274,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,1
9275,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,1
9276,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,1
9277,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,1
9278,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1,1
9279,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1,0
9280,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1,1
